dimension,cle,libelle,detail
PRS_NAT,6212,IJ CONGE MATERNITE AU PERE,PER
PRS_NAT,6213,INDEMNITE DE REMPLACEMENT PATERNITE,
PRS_NAT,6214,IJ CONGE SUPPLEMENTAIRE MATERNITE PAMC,ISP-
PRS_NAT,6215,IJ CONGE POSTNATAL PAMC,IRN+/IRN-
PRS_NAT,6221,ALLOCATION REPOS MATERNEL NORMAL,ARM
PRS_NAT,6222,ALLOCATION REPOS MATERNEL ADOPTION,ARA
PRS_NAT,6231,IJ CONGE PRENATAL PAMC,IRM+/IRM-
PRS_NAT,6232,IJ CONGE ADOPTION PAMC,IRA-/IRA+
PRS_NAT,6233,IJ CONGE PATHOLOGIQUE PAMC,IRP+ / IRP-
PRS_NAT,6234,INDEMNITE MATERNITE EN CAS DE NAISSANCES MULTIPLES,IRG
PRS_NAT,6235,IND REMP CC PAMC ,IRC
PRS_NAT,6236,IJ PATERNITE PAMC,IPA-
PRS_NAT,6237,INDEMNITE PATERNITE CONJOINT PAMC,IPC
PRS_NAT,6238,INDEMNITES PATERNITE CONJOINT INFIRMIER,IPI
PRS_NAT,6239,INDEMNITÉ MALADIE DOUBLE ACTIVITÉ  PAMC,IDA
PRS_NAT,6241,ALLOCATION ACCOMPAGNEMENT FIN DE VIE CESSATION ACTIVITE TEMPS PLEIN,AVP
PRS_NAT,6242,ALLOCATION ACCOMPAGNEMENT FIN DE VIE CESSATION ACTIVITE REDUITE,AVR
PRS_NAT,6251,ALLOCATION NUIT NORMALE - 3 MOIS,NNO-
PRS_NAT,6252,ALLOCATION NUIT NORMALE + 3 MOIS,NNO+
PRS_NAT,6253,ALLOCATION NUIT MAJOREE  3 ENFANTS - 3 MOIS,NME-
PRS_NAT,6254,ALLOCATION NUIT MAJOREE  3 ENFANTS + 3 MOIS,NME+
PRS_NAT,6255,ALLOCATION NUIT MAJOREE ARRET + 6 MOIS ,NMN
PRS_NAT,6256,ALLOCATION NUIT MAJOREE ARRET + 6 MOIS ET 3 ENFANTS,NEN
PRS_NAT,6257,ALLOCATION EXPOSITION NORMALE - 3 MOIS,ENO-
PRS_NAT,6258,ALLOCATION EXPOSITION NORMALE + 3 MOIS,ENO+
PRS_NAT,6261,ALLOCATION EXPOSITION MAJOREE 3 ENFANTS - 3 MOIS,EME-
PRS_NAT,6262,ALLOCATION EXPOSITION MAJOREE 3 ENFANTS + 3 MOIS,EME+
PRS_NAT,6263,ALLOCATION EXPOSITION ARRET + 6 MOIS,EMN
PRS_NAT,6264,ALLOCATION EXPOSITION ARRET + 6 MOIS ET 3 ENFANTS,EEN
PRS_NAT,6311,RDS IJ MATERNITE,
PRS_NAT,6312,RDS ALLOC MATERNITE,
PRS_NAT,7111,PENSION INVALIDITE AVANTAGES DE BASE,PI/RPI
PRS_NAT,7112,PENSION INVALIDITE ALLOCATIONS SUPPLEMENTAIRES,FN/RFN
PRS_NAT,7113,PENSION INVALIDITE MAJORATIONS POUR ASSISTANCE D  UNE TIERCE PERSONNE,TP/RTP
PRS_NAT,7119,PENSIONS D  INVALIDITE SERVIES PAR LE REGIME SPECIAL DE SECURITE SOCIALE DANS LES MINES,
PRS_NAT,8111,RENTES DE VICTIME,RVI
PRS_NAT,8112,MAJORATIONS POUR ASSISTANCE D  UNE TIERCE PERSONNE,MTP
PRS_NAT,8113,RENTES DE CONJOINT SURVIVANT,RCS
PRS_NAT,8114,RENTES DE REVERSION,REV
PRS_NAT,8115,RENTES D  ORPHELIN,ROR
PRS_NAT,8116,RENTES D  ASCENDANT,RAS
PRS_NAT,8117,MAJORATION FAUTE INEXCUSABLE RENTE ASCENDANT,FIA
PRS_NAT,8118,MAJORATION FAUTE INEXCUSABLE RENTE VICTIME,FIR
PRS_NAT,8119,MAJORATION FAUTE INEXCUSABLE RENTE CONJOINT,FIC
PRS_NAT,8120,MAJORATION FAUTE INEXCUSABLE RENTE ORPHELIN,FIO
PRS_NAT,8121,PRESTATION COMPLEMENTAIRE POUR RECOURS A TIERCE PERSONNE,PTP
PRS_NAT,8221,MAJORATIONS CRISTALLISEES,MCR
PRS_NAT,8222,RACHAT OBLIGATOIRE,ROB
PRS_NAT,8223,RACHAT FACULTATIF TOTAL,RFT
PRS_NAT,8224,RACHAT FACULTATIF PARTIEL,RFP
PRS_NAT,8225,TRANSFERT DE CAPITAUX,
PRS_NAT,8226,INDEMNITE EN CAPITAL ACCIDENT DU TRAVAIL,ICA
PRS_NAT,8227,MAJORATION FAUTE INEXCUSABLE INDEMNITE EN CAPITAL,FII
PRS_NAT,9111,COMPLEMENT TICKET MODERATEUR,P01
PRS_NAT,9112,COMPLEMENT FRAIS DE TRANSPORT ET DE SEJOUR,P02
PRS_NAT,9113,FRAIS OCCASIONNE PAR LE DON D ORGANES,P03
PRS_NAT,9114,COMPLEMENT AUX FRAIS D HOSPITALISATION DE LA MERE QUI ALLAITE SON ENFANT,P04
PRS_NAT,9115,PERTE DE SALAIRE POUR ENFANT MALADE,P05
PRS_NAT,9116,INDEMNITES JOURNALIERES MATERNITE POUR CERTAINES CATEGORIES D ASSURES,P06
PRS_NAT,9118,FRAIS FUNERAIRES,P08
PRS_NAT,9119,COMPLEMENT POUR CURE THERMALE,P10
PRS_NAT,9121,COMPLEMENT TICKET MODERATEUR POUR ENFANT DE MOINS D UN AN,P11
PRS_NAT,9122,ALLOCATION DECES,P12
PRS_NAT,9123,COMPLEMENT MALADIES CHRONIQUES ET MAINTIEN A DOMICILE,P13
PRS_NAT,9129,INDEMNITES COMPLEMENTAIRES EN REEDUCATION PROFESSIONNELLE,P09
PRS_NAT,9131,INDEMNITE DE PERTE DE SALAIRE Y COMPRIS  DIALYSE A DOMICILE,PSD/IPS
PRS_NAT,9132,FRAIS DE DEPLACEMENT EN CURE THERMALE,TTH
PRS_NAT,9133,FRAIS D  HEBERGEMENT EN CURE THERMALE,HTH
PRS_NAT,9134,PRIME DE FIN DE REEDUCATION PROFESSIONNELLE,PFR
PRS_NAT,9135,AIDE FINANCIERE EXCEPTIONNELLE (SECOURS),SEC
PRS_NAT,9141,MAJORATION LIEE A UNE VISITE D  URGENCE,VA
PRS_NAT,9142,MAJORATION LIEE A UN K D  URGENCE,KAU
PRS_NAT,9143,SUPPLEMENT POUR SOINS AUX POLYTRAUMATISES,
PRS_NAT,9144,HONORAIRES REMUNERANT LA PERMANENCE TELEPHONIQUE SUR LA BASE DE 3 C DE L HEURE (ASTREINTE),
PRS_NAT,9151,PLAN SEGUIN,
PRS_NAT,9152,PLAN EVIN,
PRS_NAT,9161,PRESTATIONS SUPPLEMENTAIRES ALSACE-MOSELLE,
PRS_NAT,9162,SURVEILLANCE MEDICALE MATERNELLE EN ACTION SANITAIRE ET SOCIALE,SNM
PRS_NAT,9163,CENTRE EXAMEN SANTE  SAISIE MANUELLE,
PRS_NAT,9164,PRESTATIONS D ASS SNCF ET REGIME GENERAL,
PRS_NAT,9165,PRESTATIONS D ASS SNCF ET REGIME GENERAL,
PRS_NAT,9166,PRESTATIONS D ASS SNCF ET REGIME GENERAL,
PRS_NAT,9167,PRESTATIONS D ASS SNCF ET REGIME GENERAL,
PRS_NAT,9168,PRESTATIONS D ASS SNCF ET REGIME GENERAL,
PRS_NAT,9169,PRESTATIONS D ASS SNCF ET REGIME GENERAL,
PRS_NAT,9170,PRESTATIONS D ASS SNCF ET REGIME GENERAL,
PRS_NAT,9191,TICKET MODERATEUR - PREVENTION BUCCO-DENTAIRE,
PRS_NAT,9201,ENTRETIEN EVALUATION,EEP
PRS_NAT,9202,SEANCE DE SUIVI,APS
PRS_NAT,9203,SEANCE DE SUIVI A DISTANCE,PSS
PRS_NAT,9204,DEPISTAGE MALADIES SURCHARGE-DYSLIPEMIE,DMS
PRS_NAT,9205,DEPISTAGE CONDUITE ADDICTIVE,DCA
PRS_NAT,9206,DEPISTAGE AMIANTE,DAM
PRS_NAT,9207,DEPISTAGE SURDITE,DSU
PRS_NAT,9208,DEPISTAGE SCOLAIRE ENFANT,DSE
PRS_NAT,9210,FORMATION DEPISTAGE SCOLAIRE,FDS
PRS_NAT,9211,VACCIN (MILITAIRES) / VACCIN GRIPPE (CRPCEN),VCC/VAC
PRS_NAT,9212,FORMATION LANGAGE ENSEIGNANT,FLE
PRS_NAT,9221,TEST DE DEPISTAGE RAPIDE (FOURNISSEUR),TDF
PRS_NAT,9311,DEPISTAGE DU CANCER COLO-RECTAL,BD4
PRS_NAT,9312,DEPISTAGE DU CANCER DU SEIN (PREVENTION MALADIE),
PRS_NAT,9313,FRAIS DE LECTURE POUR MAMMOGRAPHIE,BD3
PRS_NAT,9318,ANALYSES DEPISTAGE CANCER UTERUS (PREVENTION MALADIE),
PRS_NAT,9319,PRELEVEMENTS DEPISTAGE CANCER UTERUS (PREVENTION MALADIE),
PRS_NAT,9411,CONSULTATION HYGIENE BUCCO-DENTAIRE,
PRS_NAT,9412,HYGIENE BUCCO-DENTAIRE N91 (SCELLEMENT D  UNE MOLAIRE),
PRS_NAT,9413,HYGIENE BUCCO-DENTAIRE N92 (SCELLEMENT DE DEUX MOLAIRES),
PRS_NAT,9414,HYGIENE BUCCO-DENTAIRE N93 (SCELLEMENT DE TROIS MOLAIRES),
PRS_NAT,9415,HYGIENE BUCCO-DENTAIRE N94 (SCELLEMENT DE QUATRE MOLAIRES),
PRS_NAT,9421,PREVENTION BUCCO-DENTAIRE: CONSULTATION,BDC
PRS_NAT,9422,PREVENTION BUCCO-DENTAIRE: RADIO DEUX CLICHES,BR2
PRS_NAT,9423,PREVENTION BUCCO-DENTAIRE: RADIO QUATRE CLICHES,BR4
PRS_NAT,9424,PREVENTION BUCCO-DENTAIRE: RADIO EN IMAGERIE NUMERISEE,RIN
PRS_NAT,9425,TM POUR DC (MSA),
PRS_NAT,9426,TM POUR SC(MSA),
PRS_NAT,9427,TM POUR Z(MSA),
PRS_NAT,9429,CAMPAGNE BUCCO DENTAIRE MOCALES,BD2
PRS_NAT,9430,TM DE L'ACTE DE VACCINATION GRIPPE A/H1N1,
PRS_NAT,9431,PREVENTION ENTRETIEN DE SANTE,PES
PRS_NAT,9432,TM DES INDEMNITES DE DEPLACEMENTS ID et MD,
PRS_NAT,9433,TM DE LA RETINOPATHIE DIABETIQUE,
PRS_NAT,9434,ACTE DE DEPISTAGE DU CANCER COLORECTAL,DCC
PRS_NAT,9435,BUCCO DENT. CONSULTATION COMPLEXE,BDX
PRS_NAT,9436,BUCCO DENT. CONSULTATION ET RADIO PANORAMIQUE,BRP
PRS_NAT,9511,EXAMEN ET BILAN DE SANTE,BDS/EDS
PRS_NAT,9512,AUTRES ACTIONS COLLECTIVES DE PREVENTION,BD5
PRS_NAT,9513,CONSULTATION PREVENTION,BD6
PRS_NAT,9514,CONSULTATION DIETETIQUE,BD7
PRS_NAT,9521,ACTES DE PREVENTION,PDI
PRS_NAT,9566,TRAITEMENT NICOTINIQUE DE SUBSTITUTION,TNS
PRS_NAT,9567,REMUNERATION ADHESION SOPHIA (PREVENTION),RSO
PRS_NAT,9568,REMUNERATION RENOUVELLEMENT SOPHIA (PREVENTION),RSR
PRS_NAT,9569,RETOUR DOM. INSUFFISANT CARDIAQUE,RAD
PRS_NAT,9570,BRONCHO-PNEUMOPATHIE CHRONIQUE OBSTRUCTIVE,BPC
PRS_NAT,9605,GESTION DU REPIT,GDR
PRS_NAT,9701,"COMPLEMENT D ACTION SOCIALE APPAREIL DE SURDITE (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",SSU
PRS_NAT,9702,COMPLEMENT D ACTION SOCIALE BRIDGE (CLERCS ET EMPLOYES DE NOTAIRES),
PRS_NAT,9703,COMPLEMENT D ACTION SOCIALE DENTAIRE (CLERCS ET EMPLOYES DE NOTAIRES),SDO
PRS_NAT,9704,"COMPLEMENT D ACTION SOCIALE PROTHESES DENTAIRES (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",ASP
PRS_NAT,9705,COMPLEMENT D ACTION SOCIALE DENTAIRE ALSACE MOSELLE (CLERCS ET EMPLOYES DE NOTAIRES),SSP
PRS_NAT,9706,COMPLEMENT D ACTION SOCIALE OPTIQUE (CLERCS ET EMPLOYES DE NOTAIRES),SOL
PRS_NAT,9707,"COMPLEMENT D ACTION SOCIALE OPTIQUE, ENFANT DE MOINS DE 16 ANS (CLERCS ET EMPLOYES DE NOTAIRES)",SOE
PRS_NAT,9708,"COMPLEMENT D ACTION SOCIALE MONTURES (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",SOM
PRS_NAT,9709,"COMPLEMENT D ACTION SOCIALE VERRES (CLERCS ET  EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",SOV
PRS_NAT,9710,"COMPLEMENT D ACTION SOCIALE LENTILLES (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",
PRS_NAT,9711,PRIME DE LAYETTE (CLERCS ET  EMPLOYES DE NOTAIRES),LYA/LYB/LYJ/LYT
PRS_NAT,9712,ALLOCATION VOYAGE DES ENFANTS A LA COLONIE DU PRARIAND (CLERCS ET EMPLOYES DE NOTAIRES),VOY
PRS_NAT,9713,AIDE AUX SEJOURS DES ENFANTS (CLERCS ET EMPLOYES DE NOTAIRES),COL
PRS_NAT,9714,ALLOCATION VACANCES (CLERCS ET EMPLOYES DE NOTAIRES),FAM
PRS_NAT,9715,AIDES FINANCIERES INDIVIDUELLES OPTIQUE,SSO
PRS_NAT,9716,ACTION SOCIALE DENTAIRE,SSD
PRS_NAT,9717,ACTION SOCIALE AUDITIF,SSA
PRS_NAT,9719,AIDES FINANCIERES INDIVIDUELLES HOSPITALISATION,SEJ
PRS_NAT,9720,AMENAGEMENT PRET,AMG
PRS_NAT,9721,AIDES FINANCIERES INDIVIDUELLES DIFFICULTES FINANCIERES,DIF
PRS_NAT,9722,AIDES FINANCIERES INDIVIDUELLES AUTRES,AAF
PRS_NAT,9723,VACANCES RETRAITES (CLERCS ET EMPLOYES DE NOTAIRES),RET
PRS_NAT,9724,AIDE A LA SCOLARITE (CRPCEN),SCO
PRS_NAT,9725,ACCUEIL JEUNE ENFANT (CRPCEN),CES
PRS_NAT,9726,PRESTATIONS SUPPLÉMENTAIRES OPTIQUES CRPCEN,SOP
PRS_NAT,9727,PRESTATIONS SUPPLÉMENTAIRES ACOUSTIQUES CRPCEN,SAU
PRS_NAT,9728,AMELIORATION QUALITE VIE (CRPCEN),AAV
PRS_NAT,9729,ACCUEIL JEUNE ENFANT - CRPCEN 1,DM1
PRS_NAT,9730,ACCUEIL JEUNE ENFANT - CRPCEN 2,DM2
PRS_NAT,9731,COMPLEMENT A L'ACS,AMU
PRS_NAT,9732,AIDE A L'ACQUISITION D'UNE COUVERTURE COMPLEMENTAIRE POUR LES VICTIMES DU SEUIL ACS,AFI
PRS_NAT,9733,AIDE AU REPIT D'UN INDEPENDANT ACTIF,ARI
PRS_NAT,9734,AIDE AUX INDEPENDANTS INVALIDES,AII
PRS_NAT,9735,AIDE AU MAINTIEN DANS L'ACTIVITE,AMA
PRS_NAT,9736,APUREMENT PRET,APP
PRS_NAT,9737,CONSULTATION MEDICO-PRO TI                                                                                                                                                                          ,CMP
PRS_NAT,9741,AIDES AU LOGEMENT,HLO
PRS_NAT,9742,AIDE A LA COMMUNICATION HORS AUDITIF,HCO
PRS_NAT,9743,AIDES A LA DEAMBULATION ET AU TRANSPORT,HAT
PRS_NAT,9744,AUTRES TYPES D AIDES,HAU
PRS_NAT,9751,FOURNITURES ET ACCESSOIRES NON REMBOURSABLES,SPL
PRS_NAT,9752,GARDES MALADES A DOMICILE,HAD
PRS_NAT,9761,AIDES FINANCIERES INDIVIDUELLES ORTHODONTIE,SOR
PRS_NAT,9762,AIDES FINANCIERES INDIVIDUELLES PHARMACIE/LPP,SEP
PRS_NAT,9763,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AU LOGEMENT,DIL
PRS_NAT,9764,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX BESOINS ALIMENTAIRES ET VESTIMENTAIRES,DIB
PRS_NAT,9765,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS DE SCOLARISATION,DIS
PRS_NAT,9766,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX REGLEMENTS D'IMPOTS TAXES ET PRIMES,DIT
PRS_NAT,9767,AIDES FINANCIERES A CARACTERE SOCIAL D'ATTENTE DE VERSEMENT DE REVENUS DE SUBSTITUTION,DIA
PRS_NAT,9768,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS D'OBSEQUES,DIO
PRS_NAT,9769,AIDES FINANCIERES A CARACTERE SOCIAL PALLIANT L'ABSENCE DE REVENUS,DIN
PRS_NAT,9771,AIDES PROTHESES AUDITIVES,HPA
PRS_NAT,9772,AIDES MENAGERES,HAI
PRS_NAT,9773,AIDES MENAGERES SORTIE D'HOSPITALISATION COORDONNEE,ASH
PRS_NAT,9774,ACTES FOURNITURES SORTIE D'HOSPITALISATION COORDONNEE,PSH
PRS_NAT,9775,AIDES MENAGERES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE,PAD
PRS_NAT,9776,ACTES FOURNITURES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE,PFD
PRS_NAT,9777,PHARMACIE NON REMBOURSABLE SOINS PALLIATIFS,PPL
PRS_NAT,9778,BILANS DE COMPETENCES ET REORIENTATION PROFESSIONNELLE,BCP
PRS_NAT,9801,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9802,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9803,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9804,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9805,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9806,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9807,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9808,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9809,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9810,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9811,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9812,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9813,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9814,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9815,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9816,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9817,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9818,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9819,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9820,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9821,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9822,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9823,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9824,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9825,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9826,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9827,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9828,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9829,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9830,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9831,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9832,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9833,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9834,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9835,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9836,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9837,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9838,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9839,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9840,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9841,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9842,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9843,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9844,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9845,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9846,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9847,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9848,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9849,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9850,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9851,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9852,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9853,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9854,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9855,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9856,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9857,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9858,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9859,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9860,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9861,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9862,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9863,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9864,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9865,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9866,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9867,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9868,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9869,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9870,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9871,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9872,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9873,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9874,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9875,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9876,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9877,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9878,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9879,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9880,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9881,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9882,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9883,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9884,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9885,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9886,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9887,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9888,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9889,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9890,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9891,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9892,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9893,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9894,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9895,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9896,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9897,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9898,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9899,CODES MIS A LA DISPOSITION DE LA SNCF,
PRS_NAT,9901,TRANSPORT POUR PERSONNE ACCOMPAGNANTE (MILITAIRES),TRA
PRS_NAT,9902,AIDE SOCIALE (MILITAIRES),AFA
PRS_NAT,9911,AIDE MENAGERE,AIM
PRS_NAT,9912,AIDE MENAGERE FAMILIALE (MILITAIRES),AFM
PRS_NAT,9999,VALEUR INCONNUE,
PRS_PDS_QCP,0,SANS OBJET,
PRS_PDS_QCP,1,L'EXECUTANT EST LE MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,2,NOUVEAU MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,3,PATIENT ORIENTE PAR UN MT,
PRS_PDS_QCP,4,ACTES EN ACCES DIRECT SPECIFIQUE AVEC MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,5,URGENCE AVEC MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,6,HORS RESIDENCE HABITUELLE,
PRS_PDS_QCP,7,MEDECIN TRAITANT REMPLACE AVEC MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,8,"ACTE EN RAPPORT AVEC ART. D162.1.6 DU CODE DE LA SS (TABACOLOGIE, ALCOOLOGIE, TOXICOMANIE)",
PRS_PDS_QCP,10,GENERALISTE INSTALLE DEPUIS MOINS DE 5 ANS DANS UNE ZONE DEFICITAIRE,
PRS_PDS_QCP,11,CABINET SECONDAIRE DU MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,12, GENERALISTE PRIMO INSTALLE DEPUIS MOINS DE 5 ANS,
PRS_PDS_QCP,13,EXCLUSION TEMPORAIRE AVEC MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,21,TOLERANCE DEJA ENREGISTREE,
PRS_PDS_QCP,22,PARCOURS DE SOINS NON RENSEIGNE PAR EXECUTANT DIFFERENT MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,23,"HORS COORDINATION DES SOINS, AVEC MEDECIN TRAITANT DECLARE",
PRS_PDS_QCP,24,HORS COORDINATION DES SOINS SANS MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,25,URGENCE SANS MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,26,SPECIALITE HORS ACCES DIRECT AVEC MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,27,EXCLUSION TEMPORAIRE SANS MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,28,ACTES HORS ACCES DIRECT SPECIFIQUE AVEC MEDECIN TRAITANT DECLARE,
PRS_PDS_QCP,31,EXCLUS DU PARCOURS DE SOINS,
PRS_PDS_QCP,32,EXCLUSION DES BENEFICIAIRES AFFILIES AU REGIME DE LA CSS DE MAYOTTE (976) - REGIME MAHORAIS,
PRS_PDS_QCP,33,EXCLUSION DES BENEFICIAIRES DE MOINS DE 16 ANS AVEC MT DECLARE A LA DATE DES SOINS,
