dimension,cle,libelle,detail,nb_val_jan24
PRS_NAT,2356,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 02,N02,
PRS_NAT,2357,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 03,N03,
PRS_NAT,2358,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 04,N04,
PRS_NAT,2359,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 05,N05,
PRS_NAT,2360,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 06,N06,
PRS_NAT,2361,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 07,N07,
PRS_NAT,2362,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 08,N08,
PRS_NAT,2363,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 09,N09,
PRS_NAT,2364,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 10,N10,
PRS_NAT,2365,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 11,N11,
PRS_NAT,2366,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 12,N12,
PRS_NAT,2367,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 13,N13,
PRS_NAT,2368,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 14,N14,
PRS_NAT,2369,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 15,N15,
PRS_NAT,2371,TARIF SOINS GIR 1 ET 2,G1,
PRS_NAT,2372,TARIF SOINS GIR 3 ET 4,G2,
PRS_NAT,2373,TARIF SOINS GIR 5 ET 6,G3,
PRS_NAT,2380,"FORFAIT PSYCHIATRIE SEANCE COLL, 1 INTERVENANT 3 à 4H",PY0,
PRS_NAT,2381,"FORFAIT PSYCHIATRIE SEANCE IND, 1 INTERVENANT 3 à 4H",PY1,
PRS_NAT,2382,"FORFAIT PSYCHIATRIE SEANCE COLL, 2 INTERVENANTS 3 à 4H",PY2,
PRS_NAT,2383,FORFAIT PSYCHIATRIE SEANCE IND. 2 INTERVENANTS 3 à 4H,PY3,
PRS_NAT,2384,"FORFAIT PSYCHIATRIE SEANCE COLL, 1 INTERVENANT 6 à 8H",PY4,
PRS_NAT,2385,FORFAIT PSYCHIATRIE SEANCE IND. 1 INTERVENANT 6 à 8H,PY5,
PRS_NAT,2386,"FORFAIT PSYCHIATRIE SEANCE COLL, 2 INTERVENANT 6 à 8H",PY6,
PRS_NAT,2387,FORFAIT PSYCHIATRIE SEANCE IND. 2 INTERVENANTS 6 à 8H,PY7,
PRS_NAT,2388,FORFAIT PSYCHIATRIE DE SECURITE HOSPITALISATION SANS HEBERGEMENT,PY8,
PRS_NAT,2389,PRISE EN CHARGE DE NUIT POUR UNE DUREE ENTRE 8 ET 12H,PY9,
PRS_NAT,2417,VERIFICATION BIOLOGIQUE,IVB,
PRS_NAT,2425,FORFAIT IVG POUR 24H SUPPLEMENTAIRES - SECTEUR PRIVE/SECTEUR PUBLIC,FJS,
PRS_NAT,2501,FORFAIT FIR PDSES PUBLIQUE,FI1,
PRS_NAT,2502,FORFAIT FIR CENTRE DEPISTAGE ANONYME ET GRATUIT,FI2,
PRS_NAT,2503,FORFAIT FIR CENTRE PERINATAUX DE PROXIMITE,FI3,
PRS_NAT,2504,FORFAIT FIR EDUCATION THERAPEUTIQUE,FI4,
PRS_NAT,3119,REMUNERATION VACCINATION GRIPPE A PAR INFIRMIER RETRAITE OU SALARIE HORS OBLIGATIONS,VIR,
PRS_NAT,3123,TELESOINS MK,TMK,
PRS_NAT,3141,TELESOINS PODOLOGUES,TMP,
PRS_NAT,3145,MK-REEDUC AMPUTATIONS,APM,
PRS_NAT,3146,MK-REEDUC AFF RESPIRATOIRES MAX FACIAL ET ORL,ARL,
PRS_NAT,3147,MK-REEDUC DEVIATION RACHIS,DRA,
PRS_NAT,3148,MK-REEDUC AFF NEURO MUSC OU RHUM INFLAM,NMI,
PRS_NAT,3149,MK-REEDUC SOINS PALLIATIFS,PLL,
PRS_NAT,3150,INDEMNITE INFLATION,IIN,
PRS_NAT,3151,MK-REEDUC ABDO ET PERINEOSPHINCTERIENNE,RAB,
PRS_NAT,3152,MK-REEDUC RACHIS NON OPERE,RAM,
PRS_NAT,3153,MK-REEDUC RACHIS OPERE,RAO,
PRS_NAT,3154,MK-REEDUC AFFECTIONS VASCULAIRES,RAV,
PRS_NAT,3155,MK-REEDUC MBRE INF OPERE SOUS REF,RIC,
PRS_NAT,3156,MK-REEDUC MBRE INF NON OPERE SOUS REF,RIM,
PRS_NAT,3157,MK-REEDUC DEAMBULATION SUJET AGEE,RPE,
PRS_NAT,3158,MK-REEDUC BRULURES,RPB,
PRS_NAT,3159,MK-REEDUC MBRE SUP OPERE SOUS REF,RSC,
PRS_NAT,3160,MK-REEDUC MBRE SUP NON OPERE SOUS REF,RSM,
PRS_NAT,3161,MK-REEDUC AFFECTIONS SUR 2 TERRITOIRES,TER,
PRS_NAT,3162,MK-REEDUC MBRE INF OPERE SANS REF,VIC,
PRS_NAT,3163,MK-REEDUC MBRE INF NON OPERE SANS REF,VIM,
PRS_NAT,3164,MK-REEDUC MBRE SUP OPERE SANS REF,VSC,
PRS_NAT,3165,MK-REEDUC MBRE SUP NON OPERE SANS REF,VSM,
PRS_NAT,3167,BILAN PSYCHOLOGUE,BPS,
PRS_NAT,3168,SEANCE PSYCHOLOGUE,SPS,
PRS_NAT,3169,BILAN ERGOTHERAPEUTE,BRG,
PRS_NAT,3170,SEANCE ERGOTHERAPEUTE,SRG,
PRS_NAT,3171,BILAN PSYCHOMOTRICIEN,BMO,
PRS_NAT,3172,SEANCE PSYCHOMOTRICIEN,SMO,
PRS_NAT,3173,TELESOINS PREVENTION PODOLOGUE,POT,
PRS_NAT,3210,AIDE FINANCIERE A L'INTEROPERABILITE DMP,DMP,
PRS_NAT,3217,ACTE DE DEPISTAGE DU CANCER COLORECTAL,DCC,
PRS_NAT,3300,REMUNERATION ROSP AOD,RRA,
PRS_NAT,3301,CONTESTATION ROSP AOD,CRA,
PRS_NAT,3302,PAIEMENT GARANTIE CONVENTIONNELLE PHARMACIE,PGC,
PRS_NAT,3303,CONTESTATION GARANTIE CONVENTIONNELLE PHAMACIE,CGC,
PRS_NAT,3306,BILAN MEDICATION REMUNERATION PHARMACIE,BMR,
PRS_NAT,3307,BILAN MEDICATION CONTESTATION PHARMACIE,BMC,
PRS_NAT,3321,FORFAIT PHARMACEUTIQUE EN MATERNITE,PHA,
PRS_NAT,3323,COPIE D  ORDONNANCE,CPH,
PRS_NAT,3327,PREPARATION MAGISTRALE HOMEOPATHIQUE,PMH,
PRS_NAT,3328,MEDICAMENTS  HOMEOPATHIQUES UNITAIRES,MHU,
PRS_NAT,3333,ANTI PALUDEEN,PH7/ANTI PALUDEEN,
PRS_NAT,3334,Vaccin anti grippe Hémisphère Sud VAXIGRIP HS,GS1,
PRS_NAT,3344,ACCOMPAGNEMENT ANTIVITAMINE K INITIAL,AKI,
PRS_NAT,3345,ACCOMPAGNEMENT ANTIVITAMINE SUIVANT,AKS,
PRS_NAT,3347,ACCOMPAGNEMENT ANTICOAGULANTS ORAUX DIRECTS SUIVANT,AOS,
PRS_NAT,3357,PHARMACIE HOSPITALIERE MMH,PHT,
PRS_NAT,3371,PAIEMENT PONCTUEL PHARMACIE COVID,RTR,
PRS_NAT,3372,PAIEMENT PONCTUEL PHARMACIE,CTR,
PRS_NAT,3373,PHARMACIE EN SUS DU GMT,PH9,
PRS_NAT,3374,KIT ANTI-GRIPPE,KGP,
PRS_NAT,3375,REMUNERATION PHARMACIENS POUR VACCINS H1N1,,
PRS_NAT,3377,SPECIALITE PHARMACEUTIQUE ONEREUSE SSR,SPO,
PRS_NAT,3378,CONTESTATION ROSP TRANSMISSION RPPS,CTR,
PRS_NAT,3379,Honoraire de dispensation spécifique vaccins anti grippaux Hémisphère Sud,HDS,
PRS_NAT,3391,REMU  OBJECTIF - PHARMACIEN,ROP,
PRS_NAT,3392,REMU OBJECTIF - PHARMACIEN COMPLEMENT,COP,
PRS_NAT,3393,ROSP AVK,AVK,
PRS_NAT,3394,ROSP AVK COMPLEMENT,CVK,
PRS_NAT,3396,ROSP ASTHME,AHM,
PRS_NAT,3397,ROSP ASTHME COMPLEMENT,CHM,
PRS_NAT,3398,ROSP TRANSMISSION RPPS,RTR,
PRS_NAT,3399,REMUNERATION PHARMACIENS POUR VACCINS H1N1 - REGULARISATION COMPTABLE ET SAISIE MANUELLE,,
PRS_NAT,3400,REMUNERATION DISPENSATION ADAPTEE,DA1,
PRS_NAT,3401,CONTESTATION DISPENSATION ADAPTEE,DA2,
PRS_NAT,3406,REMU PHARMACIEN CANCER COLOREC.,RPC,
PRS_NAT,3407,CONTESTATION PHARM CANCER COLO.,PCC,
PRS_NAT,3418,REMU PHIE DEP INFEC URINAIRE,PWC,
PRS_NAT,3419,REMU PHIE DISPENSATION DOM,DDP,
PRS_NAT,3420,REMU PHIE DISPENSATION UNITE,DUP,
PRS_NAT,3421,PHIE EN AAC ET AAP - SEJOUR SSR,PHY,
PRS_NAT,3424,PRESCRIPTION RENFORCEE REMBOURSABLE,PRR,
PRS_NAT,3425,PRESCRIPTION RENFORCEE INVALIDE,PRI,
PRS_NAT,3523,MONTURE MOINS DE 18 ANS CMU,OME,
PRS_NAT,3524,OPTIQUE ENFANT -A- MULTIFOCAUX (CMU),OVA,
PRS_NAT,3525,OPTIQUE ENFANT -B- MULTIFOCAUX (CMU),OVB,
PRS_NAT,3526,OPTIQUE -N°6 MULTIFOCAUX (CMU),OP7,
PRS_NAT,3527,OPTIQUE -ENFANT-N°1 UNIFOCAUX (CMU),OV1,
PRS_NAT,3528,OPTIQUE -ENFANT-N°2 UNIFOCAUX (CMU),OV2,
PRS_NAT,3529,OPTIQUE -ENFANT-N°3 UNIFOCAUX (CMU),OV3,
PRS_NAT,3530,OPTIQUE -ENFANT-N°4 UNIFOCAUX (CMU),OV4,
PRS_NAT,3534,REPARATION,OPR/ROM/ROV,
PRS_NAT,3536,VERRES UNIFOCAUX OP1 (CMU),OP1,
PRS_NAT,3537,VERRES UNIFOCAUX OP2 (CMU),OP2,
PRS_NAT,3538,VERRES UNIFOCAUX OP3 (CMU),OP3,
PRS_NAT,3540,PROTHESE AUDITIVE RAC ZERO,PAZ,
PRS_NAT,3541,APPAREILS ELECTRONIQUES DE SURDITE  (CHAP 3.),PAU/AUA,
PRS_NAT,3547,APPAREILS ELECTRONIQUES DE SURDITE (CONSOMMABLES Y.C. PILES),AUP,
PRS_NAT,3548,ORTHOPROTHESES COUTEUSES,OPC,
PRS_NAT,3553,OPTIQUE -ENFANT-N°5 UNIFOCAUX (CMU),OV5,
PRS_NAT,3554,OPTIQUE -ENFANT-N°6 UNIFOCAUX (CMU),OV6,
PRS_NAT,3555,OPTIQUE -ENFANT-N°7 UNIFOCAUX (CMU),OV7,
PRS_NAT,3556,OPTIQUE -ENFANT-N°8 UNIFOCAUX (CMU),OV8,
PRS_NAT,3557,OPTIQUE -ENFANT-N°9 UNIFOCAUX (CMU),OV9,
PRS_NAT,3573,FOURNITURE ET EQUIPEMENT DEROGATOIRES,FED,
PRS_NAT,3576,PRESTATION PARTICULIERE ET PANDEMIE,PPP,
PRS_NAT,3578,OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS,MS1,
PRS_NAT,3579,OPTIQUE CLASSE B - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS,MS2,
PRS_NAT,3581,VERRES UNIFOCAUX OP5(CMU),OP5,
PRS_NAT,3582,VERRES UNIFOCAUX OP6(CMU),OP6,
PRS_NAT,3600,PRESERVATIFS GRATUITS,PRV,
PRS_NAT,4114,COMPLEMENT SURVEILLANCE THERMALE,CST,
PRS_NAT,4155,THERMAL-SEVRAGE DES PSYCHOTROPES,FSB,
PRS_NAT,4158,THERMAL-TROUBLE COMPORTEMENT 108 SEANCES,TC2,
PRS_NAT,4159,DETECTION FRAGILITE SENIOR MILIEU THERMAL,DFG,
PRS_NAT,4204,FORFAIT TRANSPORT URGENCE EXTRAMUROS CPAM MEUSE,FUE,
PRS_NAT,4205,FORFAIT TRANSPORT URGENCE INTRAMUROS CPAM MEUSE,FUI,
PRS_NAT,4207,FORFAIT TRANSPORT D'URGENCE EXPERIMENTATION CPAM AUDE,FTU,
PRS_NAT,4216,TRANSPORT REEDUCATION PROFESSIONNEL,TRP,
PRS_NAT,4222,INDEMNITE DE GARDE AMBULANCIERE,ING,
PRS_NAT,4223,PART ASSOCIATION TRANSPORTEUR,,
PRS_NAT,4225,FORFAIT TRANSPORT PARTAGE PAR 2 PERSONNES,TS2,
PRS_NAT,4226,FORFAIT TRANSPORT PARTAGE PAR 3 PERSONNES,TS3,
PRS_NAT,4227,CONTRAT D'AMELIORATION DE LA QUALITE ET DE LA COORDINATION DES SOINS,CAQ,
PRS_NAT,4228,CONTRAT D'AMELIORATION DE LA QUALITE ET DE LA COORDINATION DES SOINS COMPLEMENT,CAC,
PRS_NAT,4234,INDICIAIRE TRANSPORT PARTAGE,ITP,
PRS_NAT,4238,BATEAU EVACUATION SANITAIRE,BEV,
PRS_NAT,4240,TRAIN EVACUATION SANITAIRE,TEV,
PRS_NAT,4311,FRAIS DE DEPLACEMENT - ENQU'TE LEGALE AT,DEL,
PRS_NAT,4312,FRAIS DE DEPLACEMENT - COLLEGE 3 MEDECINS,DCM,
PRS_NAT,4313,HONORAIRES,HCM,
PRS_NAT,4314,ENQUETE,ENQ,
PRS_NAT,4315,AUTOPSIE,AUT,
PRS_NAT,4319,DEPLACEMENT PERSONNE ENTENDUE (CRRMP),DPE,
PRS_NAT,4320,AVIS SAPITEUR,ECP,
PRS_NAT,4324,INDEMNITE DE CHANGEMENT D  EMPLOI,ICE,
PRS_NAT,4333,FRAIS EXPERTISE CTX AT,FEA,
PRS_NAT,4339,REMBOURSEMENT DE SOINS,RES,
PRS_NAT,4341,FRAIS DE TUTELLE,,
PRS_NAT,4342,COTISATIONS A.T. EN CAS DE READAPTATION FONCTIONNELLE,CRF,
PRS_NAT,4343,COTISATIONS A.T. EN CAS DE REEDUCATION PROFESSIONNELLE,CRP,
PRS_NAT,4351,PRIME DE FIN DE REEDUCATION,PFR,
PRS_NAT,4352,AUTRES PRESTATIONS DIVERSES,,
PRS_NAT,4359,FORFAIT UTILISATION DES TELESERVICES,IUS,
PRS_NAT,4360,FORFAIT PARTICIPATION A LA TELETRANSMISSION,FPT,
PRS_NAT,4361,FACTURATION FEUILLE DE SOINS (POUR INFORMATION),FFS,
PRS_NAT,4363,AIDE A LA FACTURATION FEUILLE DES FLUX NON SECURISES,FFN,
PRS_NAT,4364,AIDE MAINTENANCE TELETRANSMISSION,AMT,
PRS_NAT,4365,AIDE PORTABLE TELETRANSMISSION,APT,
PRS_NAT,4366,AIDE DEMARRAGE TELETRANSMISSION,ADT,
PRS_NAT,4367,AIDE ADHESION RAPIDE DISPOSITIF,ARD,
PRS_NAT,4368,FORFAIT STRUCTURE CENTRE DE SANTE,FCS,
PRS_NAT,4369,FORFAIT PROFESSIONNEL DE SANTE CENTRE DE SANTE,FPS,
PRS_NAT,4370,FORFAIT D'INCITATION FORFAITAIRE A LA NUMERISATION ET A LA TRANSMISSION,IFT,
PRS_NAT,4373,EXAMEN DE SANTE,EDS,
PRS_NAT,4374,MÉCANISME DE COMPENSATION AUX CENTRES DE SANTÉ,MDS,
PRS_NAT,4375,AIDE OUTIL DE MISE A JOUR,OMJ,
PRS_NAT,4376,LIGNE TELEPHONIQUE DEDIEE,LTD,
PRS_NAT,4377,PIED SUPPORT MATERIEL,PSM,
PRS_NAT,4378,SUPPLEMENT OFFICINE DOM,SOD,
PRS_NAT,4381,ACTES NON NOMENCLATURE,HN,
PRS_NAT,4382,PHARMACIE NON REMBOURSABLE,PHN,
PRS_NAT,4391,RESPONSABILITE CIVILE PROFESSIONNELLE,RCP,
PRS_NAT,4392,RESPONSABILITE CIVILE ECHOGRAPHIE OBSTETRICALE,RCO,
PRS_NAT,4393,RESPONSABILITE CIVILE CHIRURGIE 1,RC1,
PRS_NAT,4394,RESPONSABILITE CIVILE CHIRURGIE 2,RC2,
PRS_NAT,4395,RESPONSABILITE CIVILE ANESTHESIE REANIMATION,RCA,
PRS_NAT,4397,PRIME ACCREDITATION SPECIALISTE,ACR,
PRS_NAT,4411,AIDE SOCIALE,,
PRS_NAT,4412,DISPENSAIRES ANTITUBERCULEUX,,
PRS_NAT,4414,HYGIENE MENTALE,,
PRS_NAT,4415,ETABLISSEMENTS DE LUTTE CONTRE LA TUBERCULOSE,,
PRS_NAT,4416,PROTECTION MATERNELLE ET INFANTILE,,
PRS_NAT,4419,AUTRES DEPENSES NON INDIVIDUALISEES,,
PRS_NAT,4514,FORFAIT CDC POLY-RETRAITE,FPR,
PRS_NAT,4611,FORFAIT DIVERS PAYES A LA STRUCTURE DE SOINS (FILIERES ET RESEAUX),FDI,
PRS_NAT,4612,FORFAIT D EDUCATION THERAPEUTIQUE ET D INTERESSEMENT (FILIERES ET RESEAUX),FET,
PRS_NAT,5101,FORFAIT VERRES UNIFOCAUX OP1,OP1,
PRS_NAT,5102,FORFAIT VERRES UNIFOCAUX OP2,OP2,
PRS_NAT,5103,FORFAIT VERRES UNIFOCAUX OP3,OP3,
PRS_NAT,5104,FORFAIT VERRES UNIFOCAUX OP4,OP4,
PRS_NAT,5105,FORFAIT VERRES UNIFOCAUX OP5,OP5,
PRS_NAT,5106,FORFAIT VERRES UNIFOCAUX OP6,OP6,
PRS_NAT,5107,FORFAIT MONTURE CMU,OPM,
PRS_NAT,5108,FORFAIT CMUC MONTURE MOINS DE 18 ANS OME,OME,
PRS_NAT,5109,FORFAIT MONTURE MOINS DE 18 ANS CMU OV1,OV1,
PRS_NAT,5110,FORFAIT MONTURE MOINS DE 18 ANS CMU OV2,OV2,
PRS_NAT,5111,FORFAIT MONTURE MOINS DE 18 ANS CMU OV3,OV3,
PRS_NAT,5112,FORFAIT MONTURE MOINS DE 18 ANS CMU OV4,OV4,
PRS_NAT,5113,FORFAIT MONTURE MOINS DE 18 ANS CMU OV5,OV5,
PRS_NAT,5114,FORFAIT MONTURE MOINS DE 18 ANS CMU OV6,OV6,
PRS_NAT,5115,FORFAIT MONTURE MOINS DE 18 ANS CMU OV7,OV7,
PRS_NAT,5116,FORFAIT MONTURE MOINS DE 18 ANS CMU OV8,OV8,
PRS_NAT,5117,FORFAIT MONTURE MOINS DE 18 ANS CMU OV9,OV9,
PRS_NAT,5118,FORFAIT MONTURE MOINS DE 18 ANS CMU OVA,OVA,
PRS_NAT,5119,FORFAIT MONTURE MOINS DE 18 ANS CMU OVB,OVB,
PRS_NAT,5120,FORFAIT MONTURE MOINS DE 18 ANS CMU OP7,OP7,
PRS_NAT,5127,FORFAIT C2S - OPTIQUE - ADAPTATION VERRE DE CLASSE A,S01,
PRS_NAT,5128,FORFAIT C2S - OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS,MS1,
PRS_NAT,5205,FORFAIT PROTHESE CONJOINTE (C2S HORS PANIER DE SOINS),FPC,
PRS_NAT,5401,FORFAIT AUDIO-PROTHESE,PAU,
PRS_NAT,6011,CARENCE -,CAR-,
PRS_NAT,6012,CARENCE +,CAR +,
PRS_NAT,6013,IJ CARENCE (CRPCEN),IJC,
PRS_NAT,6119,IJ MAJOREES + 6 MOIS,ASM,
PRS_NAT,6129,FORFAIT ADOPTION TAUX REDUIT TI,FAR,
PRS_NAT,6133,IJ REDUITES POUR CURE THERMALE,CUR-,
PRS_NAT,6135,IJ MALADIE  PAMC PLUS DE 3 MOIS,AAM+,
PRS_NAT,6191,INDEMNITE DE NOURRITURE,IDN,
PRS_NAT,6208,FORFAIT CONGE REPIT POUR DECES DE L'ENFANT PAMC,CPD,
PRS_NAT,6222,ALLOCATION REPOS MATERNEL ADOPTION,ARA,
PRS_NAT,6234,INDEMNITE MATERNITE EN CAS DE NAISSANCES MULTIPLES,IRG,
PRS_NAT,6237,INDEMNITE PATERNITE CONJOINT PAMC,IPC,
PRS_NAT,6238,INDEMNITES PATERNITE CONJOINT INFIRMIER,IPI,
PRS_NAT,6252,ALLOCATION NUIT NORMALE + 3 MOIS,NNO+,
PRS_NAT,6253,ALLOCATION NUIT MAJOREE  3 ENFANTS - 3 MOIS,NME-,
PRS_NAT,6254,ALLOCATION NUIT MAJOREE  3 ENFANTS + 3 MOIS,NME+,
PRS_NAT,6255,ALLOCATION NUIT MAJOREE ARRET + 6 MOIS,NMN,
PRS_NAT,6256,ALLOCATION NUIT MAJOREE ARRET + 6 MOIS ET 3 ENFANTS,NEN,
PRS_NAT,6261,ALLOCATION EXPOSITION MAJOREE 3 ENFANTS - 3 MOIS,EME-,
PRS_NAT,6262,ALLOCATION EXPOSITION MAJOREE 3 ENFANTS + 3 MOIS,EME+,
PRS_NAT,6263,ALLOCATION EXPOSITION ARRET + 6 MOIS,EMN,
PRS_NAT,6264,ALLOCATION EXPOSITION ARRET + 6 MOIS ET 3 ENFANTS,EEN,
PRS_NAT,6311,RDS IJ MATERNITE,,
PRS_NAT,6312,RDS ALLOC MATERNITE,,
PRS_NAT,7119,PENSIONS D  INVALIDITE SERVIES PAR LE REGIME SPECIAL DE SECURITE SOCIALE DANS LES MINES,,
PRS_NAT,8221,MAJORATIONS CRISTALLISEES,MCR,
PRS_NAT,8223,RACHAT FACULTATIF TOTAL,RFT,
PRS_NAT,9113,FRAIS OCCASIONNE PAR LE DON D ORGANES,P03,
PRS_NAT,9115,PERTE DE SALAIRE POUR ENFANT MALADE,P05,
PRS_NAT,9121,COMPLEMENT TICKET MODERATEUR POUR ENFANT DE MOINS D UN AN,P11,
PRS_NAT,9122,ALLOCATION DECES,P12,
PRS_NAT,9135,AIDE FINANCIERE EXCEPTIONNELLE (SECOURS),SEC,
PRS_NAT,9141,MAJORATION LIEE A UNE VISITE D  URGENCE,VA,
PRS_NAT,9142,MAJORATION LIEE A UN K D  URGENCE,KAU,
PRS_NAT,9143,SUPPLEMENT POUR SOINS AUX POLYTRAUMATISES,,
PRS_NAT,9144,HONORAIRES REMUNERANT LA PERMANENCE TELEPHONIQUE SUR LA BASE DE 3 C DE L HEURE (ASTREINTE),,
PRS_NAT,9151,PLAN SEGUIN,,
PRS_NAT,9161,PRESTATIONS SUPPLEMENTAIRES ALSACE-MOSELLE,,
PRS_NAT,9162,SURVEILLANCE MEDICALE MATERNELLE EN ACTION SANITAIRE ET SOCIALE,SNM,
PRS_NAT,9163,CENTRE EXAMEN SANTE  SAISIE MANUELLE,,
PRS_NAT,9164,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
PRS_NAT,9165,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
PRS_NAT,9166,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
PRS_NAT,9167,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
PRS_NAT,9168,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
PRS_NAT,9169,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
PRS_NAT,9170,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
PRS_NAT,9205,DEPISTAGE CONDUITE ADDICTIVE,DCA,
PRS_NAT,9208,DEPISTAGE SCOLAIRE ENFANT,DSE,
PRS_NAT,9210,FORMATION DEPISTAGE SCOLAIRE,FDS,
PRS_NAT,9212,FORMATION LANGAGE ENSEIGNANT,FLE,
PRS_NAT,9311,DEPISTAGE DU CANCER COLO-RECTAL,BD4,
PRS_NAT,9312,DEPISTAGE DU CANCER DU SEIN (PREVENTION MALADIE),,
PRS_NAT,9313,FRAIS DE LECTURE POUR MAMMOGRAPHIE,BD3,
PRS_NAT,9318,ANALYSES DEPISTAGE CANCER UTERUS (PREVENTION MALADIE),,
PRS_NAT,9319,PRELEVEMENTS DEPISTAGE CANCER UTERUS (PREVENTION MALADIE),,
PRS_NAT,9411,CONSULTATION HYGIENE BUCCO-DENTAIRE,,
PRS_NAT,9412,HYGIENE BUCCO-DENTAIRE N91 (SCELLEMENT D  UNE MOLAIRE),,
PRS_NAT,9413,HYGIENE BUCCO-DENTAIRE N92 (SCELLEMENT DE DEUX MOLAIRES),,
PRS_NAT,9414,HYGIENE BUCCO-DENTAIRE N93 (SCELLEMENT DE TROIS MOLAIRES),,
PRS_NAT,9415,HYGIENE BUCCO-DENTAIRE N94 (SCELLEMENT DE QUATRE MOLAIRES),,
PRS_NAT,9424,PREVENTION BUCCO-DENTAIRE: RADIO EN IMAGERIE NUMERISEE,RIN,
PRS_NAT,9425,TM POUR DC (MSA),,
PRS_NAT,9426,TM POUR SC(MSA),,
PRS_NAT,9427,TM POUR Z(MSA),,
PRS_NAT,9430,TM DE L'ACTE DE VACCINATION GRIPPE A/H1N1,,
PRS_NAT,9431,PREVENTION ENTRETIEN DE SANTE,PES,
PRS_NAT,9433,TM DE LA RETINOPATHIE DIABETIQUE,,
PRS_NAT,9512,AUTRES ACTIONS COLLECTIVES DE PREVENTION,BD5,
PRS_NAT,9566,TRAITEMENT NICOTINIQUE DE SUBSTITUTION,TNS,
PRS_NAT,9567,REMUNERATION ADHESION SOPHIA (PREVENTION),RSO,
PRS_NAT,9568,REMUNERATION RENOUVELLEMENT SOPHIA (PREVENTION),RSR,
PRS_NAT,9569,RETOUR DOM. INSUFFISANT CARDIAQUE,RAD,
PRS_NAT,9570,BRONCHO-PNEUMOPATHIE CHRONIQUE OBSTRUCTIVE,BPC,
PRS_NAT,9605,GESTION DU REPIT,GDR,
PRS_NAT,9701,"COMPLEMENT D ACTION SOCIALE APPAREIL DE SURDITE (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",SSU,
PRS_NAT,9702,COMPLEMENT D ACTION SOCIALE BRIDGE (CLERCS ET EMPLOYES DE NOTAIRES),,
PRS_NAT,9703,COMPLEMENT D ACTION SOCIALE DENTAIRE (CLERCS ET EMPLOYES DE NOTAIRES),SDO,
PRS_NAT,9704,"COMPLEMENT D ACTION SOCIALE PROTHESES DENTAIRES (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",ASP,
PRS_NAT,9705,COMPLEMENT D ACTION SOCIALE DENTAIRE ALSACE MOSELLE (CLERCS ET EMPLOYES DE NOTAIRES),SSP,
PRS_NAT,9706,COMPLEMENT D ACTION SOCIALE OPTIQUE (CLERCS ET EMPLOYES DE NOTAIRES),SOL,
PRS_NAT,9707,"COMPLEMENT D ACTION SOCIALE OPTIQUE, ENFANT DE MOINS DE 16 ANS (CLERCS ET EMPLOYES DE NOTAIRES)",SOE,
PRS_NAT,9708,"COMPLEMENT D ACTION SOCIALE MONTURES (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",SOM,
PRS_NAT,9709,"COMPLEMENT D ACTION SOCIALE VERRES (CLERCS ET  EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",SOV,
PRS_NAT,9710,"COMPLEMENT D ACTION SOCIALE LENTILLES (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",,
PRS_NAT,9711,PRIME DE LAYETTE (CLERCS ET  EMPLOYES DE NOTAIRES),LYA/LYB/LYJ/LYT,
PRS_NAT,9712,ALLOCATION VOYAGE DES ENFANTS A LA COLONIE DU PRARIAND (CLERCS ET EMPLOYES DE NOTAIRES),VOY,
PRS_NAT,9714,ALLOCATION VACANCES (CLERCS ET EMPLOYES DE NOTAIRES),FAM,
PRS_NAT,9723,VACANCES RETRAITES (CLERCS ET EMPLOYES DE NOTAIRES),RET,
